text,label
"""

 Upcoming album, Screaming Bloody Murder 

This seems legit. The catalog number seems real. See , found after I did a Google search using the catalog number from the Allmusic listing of the album. meh """,0
"Too many parentheses. 

It sounds to personal with all those parentheses. Can someone please clean that up?",0
"Can you, or anyone, please tell me what's going on? Email me or something, whatever it takes. This is ridiculous. I don't care for games. ++: t/c",0
"Merit badge collecting FAC
I have put this article Merit badge collecting (BSA) up as a Featured Article Candidate.  Many improvements have been made this week. I thought may like to look at it again and if so inclined, vote on it.  Thanks",0
"""
By the way, what is meant by """"Unmet human needs""""? -  """,0
"""
Condolences to you, your wife and family...my prayers are with you..  ☥  """,0
REDIRECT Talk:1954–55 Mexican Primera División season,0
"Vacuum_Insulated_Evaporator 

Hello,

How would I go about seeking permission to use your image of the Vacuum Insulated Evaporator my an online e-course I am developing on medical gases please?

Thank you,

Rachelle 193.62.3.251",0
"This picture doesn't make sense.

That looks closer to Pluto being 18% of the size of Earth if they were both 2-dimensional objects.",0
"""

 GAN for 2013 Cotton Bowl Classic 

Thanks for reviewing the American football GA - I've decided to review one of the articles you had for GA because that is a pretty significant game and would be a good GA if passed.  Nidhiki05 """,0
"""
 There's nothing further to discuss.  Talk """,0
"2007 (UTC)

So what? Alaska was once part of Russia. Some states in the south USA were once not part of the current union, and some were once a part of Mexico. Borders change, and yes Tibetans is a nationality within the PRC.  01:09, 2 August",0
". Finally, an entity is not notable enough for Wikipedia unless it has it's own Wikipedia page? All due respect,that is just bizarre",0
This article seems to be to specific about certain political parties. I think this article should be more about the political philosophy.,0
"the document links are not working.

195.229.242.54",0
Copied reply to Wikipedia_talk:Article_alerts#AAlertBot.,0
YOU ARE ONE SAD LITTLE INDIVIDUAL.,1
"what businessis your one someone elses page. i do recall you and fconway have done this before , so once again it is ok for you to do but no one else., also will you refrain from being a vandal on the martin anderson page. thank you.

anynmous",0
"Nasib Mukhtarov
  17:33, 15 September 2015‎  (UTC)",0
"Appreciation 

Hi there ACROTERION, from Portugal,

please read",0
"Donnot merge this page
The single has been comfirmed:

Proof:

([url]http://www.youtube.com/watch?v=Ob9KWtc78kA[/url])",0
"Wait! 

It's back the information never left. I needed that deletion sign put up, for the page is clearly a page on an unimportant person. Therefore it needs to be removed. I'm not a vandal, I just need to know how to put up those deletion signs.",0
OK I got you the first time.,0
"I certainly could. But in February I decided to take a step away from Wikipedia, and I am no longer editing articles on some topics, including politics.",0
How dare you block me without cause you had no right and are abusing your position. If you don't I will demand your immediate removal as an administrator. Tannim,0
"August 2006 (UTC)

I'd go beyond that and strongly suggest inclusion of Figure 1 of that paper in one of these articles, as it clearly shows why the IAU definition is dynamically sound.   14:07, 25",0
"""

 A cup of tea for you! 

  This is so fun!   """,0
"Source everything (i.e., citations for all information).",0
I support the move of 'Ade (disambiguation) → Ade' but 'Ade → Ade (disambiguation)' surely can't be right? More accurate would be 'Ade → Ade (drink)'.,0
"""Short for the spanish word """"Cohete"""", which means Rocket. Defines an explosive, hyperactive and restless individual.

Born in July 16th 1980, in Guatemala City, Central America.""",0
"""
Talkback

Blessed be!!  Talk """,0
"This article needs referencing, per WP:CITE.",0
"On Sea World 

Sorry mate, we're working out the kinks in the program.  Its currently in V 0.0.6rc3 .  Thanks for letting me know! We'll use this information to improve it.",0
"Current source 

I'm not sure what you're asking about the op-amp current. -  21:39, August 6, 2005 (UTC)",0
"""

 listen up, you narrow-eyed teacher living on minimum wage 

you can keep on doing your """"buck buck"""" chicken trash talk, or perhaps you might wanna consider moving back to lemuria - the land where your kind of scum roams.""",1
"Apollo 13 (film) request for editing 

Could you edit the Apollo 13 film article and crop the photos of the cast, tom hanks, bill paxton, and kevin bacon. thanks.",0
"Sshhh, don't tell them about Vitamin K. One way of doing it.",0
"Wel,l here it is Verbal.  The 2005-20006 Annual Report of the Prince's School of Traditional Arts.  Here is the link []",0
Hey man I'm from Wyndham Vale and it's the crime capital of Australia. It is very deadly and rapes and murders happen there reguly. My next media production is CSI Wyndham Vale. The Worlds most dangerous town!,0
""":The term """"Soviet Empire"""" is an informal term of criticism. It is not a precise term, it is not meant to refer to a specific period in Soviet history with a clear beginning and end. It refers to Soviet actions during the Cold War in general.   

""",0
|in=Democratic Republic of the Congo,0
"cause thats what this is all about, not slavery and being drained of all that you are.  thats why people came to America, bro. the land of the FREE.",0
What are the numerical parameters used in the plot?,0
"28, 4 July 2013 (UTC)",0
"I tried to get some more of that in the article, there is really a lot of coverage out there about this. I had a hard time finding sources that talked about the differences between moderate PT and hard-core WOF theology. I'll keep looking though.",0
"To Blanchardb 

You dumb motherfucker I am going to sue the shit out of you. Watch your back.",1
"195.64.95.116]] 11:53, 12 October 2005",0
"Fair Use 

Please be specific.  Which of the ten were violated?  Which images were not given rationales?  What changes need to be made to allow the images to stay?

Sorry, but we're all busy.",0
"My Bad 

Sorry about that i logged in at school and said remember me so yeah umm.... sorry ill change it belive me I do not vandilise so ill fix it? -_-' so embrassing hope u understand",0
"I also have a massive learning disability, so please excuse me.",0
"BTW, just for the sake of it, would you apply the same standards of quoting secondary sources here when statements by Indian PM Modi regarding Indian involvement and support to Mukti Bahini are not being allowed to be included at Wiki?",0
". ManInStone, Sept 2007",0
"ha... atleast you surrendered... For full Hosur history feel free to check it at http://hosur.hosur online.com/aboutHosur.asp.  Again, I beg you, don't use my contents.",0
Really now. Something I've written on my personal user space was nominated for deletion? Great job..  (T//e/c),0
"""

-———————————————————————————————————————————————————————————-

Suck my dick. Thank you.   —talk/hist """,1
Specially tailored pink shorts if I can remember correctly! A character.  talk,0
"Yes, you are certainly predisposed to support Sanchez, regardless of what's true. It is people like you who have made Wikipedia such a joke.",0
"""

 Horror Society 

Their editorial staff is listed on their site. '''' Michael Q.'' """,0
"Hmm, I have feeling I just failed at that. I added the text, but ... where would I find the actual template?",0
The intro isn't of quality.. name 2 or 3 members in the intro and others later on. not almost a dozen in the beginning and the end.,0
"""

I am guessing, but is """"Predatory towing"""" to do with vehicles being removed as part of parking enforcement?  """,0
"Cleanup

I put the {{cleanup}} tag back on the page.  Please do not remove it without reading the Wikipedia:Cleanup page first.   21:04, 2004 Aug 5 (UTC)",0
"Y o   g u y s

M y   n a m e   i s   H a n a t a r a s h (www.comgem.tk)
                                      (www.myforum.co.nr)",0
"I don't know about others, but after this RfC is complete, I plan to take a 'year' off, from this topic. The discussions of this article's name, are becoming repetative & thus boring.",0
That is not a good reason. It was an good article.,0
Did you poop in your pants? —,0
"""
Please look at the original in page 197 of this link in case my copying made stupid jokes.  Let's talk  """,0
other POV: no Earth -> no people -> no wars 68.151.34.161,0
"""
Agreed, but how would you describe it ? It is not a design, but what is it ? 
When you find the answer to that question, you'll find a great way to label the image.   ☏ 11:23, 25 Jun 2012 (UTC)""",0
"Sorry, V, nothing personal, but I have to correct your lies.",0
"Unless third-party sources have commented on it, the BNP's 'approval or disapproval' of something doesn't belong in any article, except possibly one on the BNP itself.",0
"Raking bishops 

The page has good material on several tactical and strategic motifs involving bishops.  We should probably have a brief discussion of raking bishops, and single and double bishop sacrifices.",0
"Man, you are really a dishonest person, disgusting!!!!",1
"Assyrian article 

Why did you rever it?",0
"Picture 

This article needs a picture. It looks so bland without it. Whatever happened to the pics, anyway?",0
You should certainly contact your local police and file a report. Make sure to show documentation demonstration the lack of response from the WMF. Their lack of response may be criminally negligent in some jurisdictions. 134.241.58.253,0
"The Pizzeria in quesrtion 

What was the name of the father's pizzeria that one of the suspects worked at? I heard some unsubstantiated reports that it was Pasquale's.  Can anyone confirm or deny this?
JH032774",0
"""

 A barnstar for you! 

  The Writer's Barnstar For making Uyarndha Manithan a GA in such a short time!   """,0
"""

 Public economics 

Yes, I think that's probably right: because the courses I know are called that: alternatively you could have """"economics of the public sector"""" like some books. Either way, page just needs more writing! Best,  """,0
Please review the unblock for JungleEdgeStill agian Thanks Much,0
Poor editing? The edit looks fine!!! WTF is the matter with you?!,1
That's not my definition.  Please read up on history premillennialism.,0
THAT WAS A GOOD EDIT THE POLAR BEAR IS GAY!!,1
"Fund-raising appeal 

How much money are you hoping to raise? How much do you have so far? 96.48.13.234",0
"see myedit 

not vandalism anymore",0
"It was not been written as a commercial work, so is not copyrighted, and in the Public domain.",0
Its an interesting one in that the great hero von mueller actually created a weed issue in the name of leaving tracks! Suro,0
"Schedule
Practice started May 1
Time trials May 11, 12, 18, 19
Race day May 30

http://news.google.com/newspapers?id=-20hAAAAIBAJ&sjid;=ZIcFAAAAIBAJ&pg;=5399,2528876&dq;=indianapolis+500&hl;=en",0
"}} T/C 

If this is a shared IP address, and you didn't make the edit, consider creating an account for yourself so you can avoid further irrelevant notices.",0
"""
Okay, there are now only about 20 links to NIM's original userpage/talkpage .  Basically various user talkpages and a few """"administrative"""" pages.  You should make the call on those, Franamax.  Otherwise: all cleaned up! ) WikiDao   """,0
someone needs to check the source on the nobel peace thing -smbgood,0
"Demonte Morton 

U bastard stop deletin' my shit u white trash cracker muthafucker. Fuck u u racist bitch. I hope u die.",1
"References

This page really needs some references. Does anyone have a few books on folklore that they could use to reference some of these facts/claims?",0
Bla bla bla....suck it Irishguy =),1
"2015 (UTC)
What is that in the bottom left corner? That doesn't look like a recognizable landmark. Also, why a white border, not black?   01:06, 4 August",0
"Elvek, on October 3, 2010
Thanks very much JRSpring on your suggestions, I added the material and made corrections accordingly.",0
Try the official website then - shit head!,1
"hi 

hi there... this may sound a bit stupid question but dont get it wrong. are you Jew? if so how are you really thinking there is any resemplence between holocoust and Armeian deportations?",1
"Muscle==

Do all mammals have the same form of striated muscle fibre?   I expect",0
"""
Congratulations. ) And sorry about your RfB. | Maybe next time? –  (talk) """,0
Oh boy I can still edit this page!,0
"So, why did you not respond? |Talk 06:42, 12 Jun, 2007 (UTC)",0
"I'm just someone trying to explain to you what the policies of this website are. As I said on your talk page, WP is not censored: see WP:NOTCENSORED.  —JIM",0
"Query on your deletion 

Hello you deleted my article Slurpee Capital of the World claiming I was advertising, could you please explain how I was advertising?",0
"Ahh, I am glad to say that I have worked out the problem, and have now added three images (,  & ) to commons, and their articles on wikipedia. Thanks again for the assistance Nick.",0
"""
And e-mail . Relish the e/c, my friend. — (T•C) """,0
"As a rule I try to limit giving unsolicited advice to once a year. However, I do have one more piece  for you. Ping me on my talk page if you'd care to hear it. Enjoy, and Happy New Year.",0
"""

 Happy Valentine's day, dear Aaron! 

Happy Valentine's Day, my dear Aaron! 
""",0
""" 2005 (UTC)

The NPOV tag has been restored because of recent importation of questionable pro-corporal punishment material, such as the statistics and """"pro and con"""" section (which is really a barely disguised """"pro"""" section).  12:17, 3 October""",0
"Hello again, Settinghawk. I've removed this image again. Please do not use fair-use images on your user pages, as doing so is a violation of point 9 of the Wikipedia fair-use policy. Let me know if you have any questions. —",0
"""
LMAO, that's basically saying """"wahhh he called me dumb me gunna block him""""   
Nice use of those admin powers, now stay off my talk page.""",1
Stick it right up ur bottom Jock!,0
fuck you and your small penis,1
"31, 19 July 2006 (UTC)",0
"RE: Moving Dragon Slayer to Dragon Slayer series 
Fuck Your Mother! You is Son of a Bitch!",1
targeting any dissent. No doubt 86.149.148.121 is hesitant to sign up since we all know that happens to people,0
"""

The GWP of methane is reported as 21, 22 and 23 on various pages - """"Methane"""" and """"global warming potential"""" - is this an inaccuracy or is there some doubt over what the figure actually is? Or is it a variable depending on other factors? Bug

""",0
now there are no lies here......;),0
"Cyberwar
Much to much spotlight on petty internet vandals. Also removed the censorship part from the headline, since the article said precious little about censorship in Georgia and nothing about censorship in Russia.",0
"Request 

Hi, could you please delete my user and talk pages? I've already asked",0
"It is too long in places, goes into trivia, yet fails entirely to mention to principal point of the last episode and its final phrase.  Much can be taken out but the structure and an explication of the principal themes can still be preserved.",0
"Article categorization 
This article was initially categorized based on scheme outlined at WP:DERM:CAT.",0
modifying the contents section in a way allready described (why,0
"""

 Chemise cote d'azur? 

Can someone enlighten us: what is a """"chemise cote d'azur""""?  Lambiam """,0
I Don't Wanna Grow Up,0
"Original picture: as I couldn't think of a reason for any of the picture, I vote for one WP:ILIKE more for aesthetic reasons.",0
"AND ON TOP OF THAT  eh, you're not worth it.",1
Live in Darkness. You guys are full of yourselfs And the importance in your own minds. ..Maybe Drunk with power?,1
"Insult for MusikAnimal 
, you're a fucking shit, the reason that i'm insulting is because , fuck you Wikipedia.",1
"""
Ok, ok... for all these peeping eyes I know I violated WP:PA and yes, I deserve the block, I got it. Thanks; but like I said, I'll live. See you around in a couple days.  (mailbox)""",0
User talk:121.214.58.105 - (Contributions),0
"""
Update  done with Suns (save for 2007-08 season which would be done in due time), more or less done with player profile... get ready to get chopped for """"off the court""""!   """,0
"Seasons Greetings 
Jenna, my very best wishes for the festive season 50px stay safe and talk to you in 2009. talk",0
Thanks. I think following your advice would be a wise decision at this time.,0
"""
 I just did it, as this page was very little. It should have been redirected a long time ago, History of Firefox more information.  talk,  """,0
. When the funeral comes I will be the only one their and I will only be their to piss on your grave.,1
Can you offer advice on how to get the kanji?,0
Re From coupon to groupon - please don't post original essays or analysis to Wikipedia.  See WP:NOR.,0
"You have no friends in real life, what makes you think anyone on the internet will like you?  Take the hint, you're an a-hole.",1
"""

 Please stop your disruptive editing. If you continue to vandalize Wikipedia,  you will be blocked from editing.  - ✰✰ echo """,0
The first THREE were rejected out of hand and the following half a dozen where similarly ditched. I could produce ANOTHER fukkin half a dozen but it that wouldn't matter to a pure PoS paid scumbag would it?,1
I smell like octopus poo and wee,0
"Dora also caused 260 million dollars in damage. Remember, this is 1964 dollars.",0
"And, many taxonomists classify T.durum as a subspecies of T.turgidum or T.aestivum. As a last straw, some modern T.aestivum selections are higher in protein than natural T.durum!",0
"Religion and teenage pregnancy 

There is no mention of links between religion and teenage pregnancy in the article. It is a notable emission. There is plenty of studies and data on it.   (talk - contribs)",0
"of Hunley). Neiln has ignored/dismissed every complaint I have made, and made no attempt whatsoever to see my POV",0
"I am not sure about the necessity, but it is an odd integer in Weierstrass' original paper, and this does at least make the proof of the properties of this function a lot easier.",0
"You know what? Don't offend other users , you are a jerk! I know you are correct, but you don't have to get so angry about it. 207.62.246.166",1
"anti-Semitic crap

the whole article is an anti-Semitic conspiracy theory cherished by aryan-supremacist rightists!",1
"""

 Please do not vandalize pages, as you did with this edit to List of rulers named Henry. If you continue to do so, you will be blocked from editing.    """,0
Surely he should have been created Prince of Wales just after his grandfather died on 6 February 1952? (  ),0
"Yeah. I concur - no one has ultimate control. And still, who would know more about a band than the lead singer? If you're worried about subjectivity, just watch out for it, and edit accordingly.",0
Please note that Sorenaaryamanesh is involved in an editing war by removing unbiased primary source material intended to remove POV of article.,0
"Welcome to Wikipedia!
Let me say that Im glad youre here but youre edits on USM story arcs are uncalled for. 111 is part of the death of a goblin.",0
"Well, unless there's anything else on your mind you want to discuss, I can't do much else around here for the next 2 days.    18:33, 16 October 2006",0
"""

 AN/I  

About your last edits and edit summaries: Wikipedia:Administrators'_noticeboard/Incidents#User:DracoEssentialis. talk """,0
wiki is non-commercial. so it is allowed to use maps of columbia university in wikipedia as sources and evidence. i just have got a positive answer from Columbia University for using of their maps. and sool i will do that. thank you for your message.,0
"I think you just did ). I was conducting my own form of social research, that is I was prodding at him trying to find out if he actually has any respect for his own stated religious beliefs or if they're just a political tool. I got my answer alright.",0
"closedmouth is a DICK-FUCK 

this guy is a jackass who sux cock 4 a fuckin job y the fuck does the trans do it?????cuz its into tht kinda shit >:(",1
"GOOD LORD Chase are you kidding me? Let it go, and please see your talk page!    (sorry Eik, I'll be on my way again)",0
"God, I just hate them so much. Lets hope they die.",1
"""
 thanks for all the ideas, I've added some categories and I'll do the rest later. chyte """,0
What does this Wikiproject years mean? You invited me.,0
You won't find any creditable citations because such claim is a load of racist horse shit.,1
""": Er, no, that's not how it works.  We do not filter our edits to this or any other article through individual editors.  If you do not like an edit, it is your prerogative to do something about it.      ... speak! ...  

""",0
No silly it isnt ITS UR MOMS and might I say quite the lovely page indeed.  Oh and UR MEAN no im just kiddding but ur not all that nice either...cause u have a black black heart.=(,1
"Lieutenant promotion
I may have missed it, but where was it stated that Renji became a lieutenant when Rukia went missing in the human world? I never remember reading that. Please source, thanks.   (Talk)",0
"All I do is revert vandalism.  It's all there is to do, since the admins are so incompetent.  If anyone worth a shit paid attention to the SPI report(s) I've made about Pe de Chinelo, you dumbasses wouldn't need to waste time with your current ANI thread.",0
"Put in the ban, lets be done with it.",0
REDIRECT Talk:Red Studios Hollywood,0
"And by the way, please take a look at the wiki on Alex Haley, who seems to be your
source.",0
Whos the douche that deleated all of the info and crap I really want to curse them out right now.,1
"shared IP, see notice at top of page
I cant create the subpage but i will move all the old stuff there
i've removed all the odl stuff not from this month and will place it int he archive as soona s unblocked",0
"""
DRMIES DELETED FRANKIE STEIN FROM MONSTER HIGH!!!! DRMIES IS THE """"F"""" WORD!!!""",1
"Mine dispeared, somebody wax my ass.",1
Good job... its wackamole time,0
stop leaving stupid harping messages for peopel that are nil to do with what you are talking about,1
"I was going to say the same thing, but you beat me to it.  It only cost like a dollar or so to read the LA Times archives.",0
Disagree:  It's been well established that lists of characters are appropriate for wikipedia. 75.148.25.169,0
"""

hey fuck you, who the fuck checks """"Phnom Nam Lyr Wildlife Sanctuary"""" for vandalism. Get a fucking life you turd bag""",1
"Proxy range block, possible collateral damage, you're call 

See User talk:Cubbieco.  Since its your block, and I am not much help with proxies myself, I'll leave it up to you... .talk.contribs",0
"Pulp Fiction 

Would you recommend it?",0
"""

 $1 Note 

I dont know, but I have a $1 banknote and it's green in colour and has a ram on it. Anyone know what it is? I'll scan it and upload it soon.  -7   """,0
Arghhh; can someone sort out its location?,0
"Alright, I suppose  can decide whether or not they want to remove the comment. '''''' (t / c / )",0
"72.94.188.92 

Yo what the fuck is your problem fucking around with my page! leave it the fuck alone!",1
"Hi there, how can I help you? reply",0
and more details on his various positions in the oil industry,0
"MfD 

Missed that, thanks.  Zapped. Regards, Talk",0
"Some that we know would claim that as OR, but I won't. As I said, if you want GB maybe find a source that says it?",0
"I would say this is bad form, but the whole dispute has tired me out, and I don't really feel like intervening.",0
"Given name
Is it a female or male given name?",0
"The second project, Wikipedians against censorship is a cynical trolling campaign lead by Gorgonzilla, a well know problem user.  It would be entirely inappropriate to merge the two. Erwin",0
"Thankyou, Gareth, that's very kind. Is that mound really made of loose sand, I wonder? If so, how do they stop it slumping in the rain? (The designer in me is thinking of practicalities...)",0
Thank you for pointing out why you did it. More than one user uses this account and I didn't know what edits they may have done. That's why I was confused about the message on my user page. Thanks.,0
"Oh GWH, you truly are the worst admin at Wikipedia. May God have mercy on your poor, pathetic, overweight, ugly soul.",1
"{{unblock|WHAT THE FUCK?!?!?! The article on Anne Kilkenny was poorly written, I rewrote it so it didnt look like shit, look at my final edit you fucking dumbass.}}",1
"""

Right now, the image is being used on an article, so I have tagged it with  and with  additionally, because I'm not a licensing expert in general. Additionally, I have removed the image from the user's page. 13 """,0
"""
Yeah, sure. Socialism is anarchism. And war is peace. And love is hate. And positive discrimination makes sense. At least I'm not a voluntary slave, VoluntarySlave. I won't even be a forced slave. duck talk """,0
and this must be illegal,0
"""
Oops, misunderstood you *blushes*.  Silly me!  I haven't thought of the idea, but that's certainly a new way to prevent imposters.  I'll think about it ). Thanks for watching out for me. ^_^ *hugs MoP* —ln """,0
"70.146.212.249 

Oh, don't tell me... (talk)",0
"Thanks! 

Thank you for probing deeper into the matter. Would you also kindly help me protect my Talk Page from bullyish reverts?",0
"I still don't understand what I did? There is a problem with my Internet connection, so I didn't receive your message in time. 71.146.8.5",0
"""

 Creationist category 

As there are no cites in the article making the claim that Santorum is a """"Christian creationist"""" such a categotrisation is bartred by WP:BLP as an absolute.  Cheers.   """,0
"Undo 

Good job undoing and not discussing on the talk page! - [talk]",0
thanks for these replies. i atleast found one.,0
"We own the project so how the heck is it Unambiguous copyright infringement????? And it wasnt written in a promotional way, it just explained the project and the system requirments! I'm starting to see why so many people hate wikipedia...",1
"RE: 

Punk ass snitch, get the cock.",1
"Thivierr|Rob]] 23:52, 27 May 2006",0
"|listas = Phillips, Melanie",0
"Not only it's a theory, today most experts believe Aryans came from east and north east of Iran, from Bactria, Sogdia, and central asian steppes.",0
"""

 Please do not vandalize pages, as you did with this edit to Keith. If you continue to do so, you will be blocked from editing.    """,0
"""

Oh right, like """"This article sucks and you know it."""" isn't abusive language. Hypocrite. Eat shit and die, loser.""",1
"European Union

Since when has the EU been a LEGAL country? Its not, so dont treat it as one, as much as freedom hating europhiles wish it was.

UKIP",0
Would you be able to take a look at the Champion Hurdle article? Binocular's colours in 3rd place look a different shade to the ones shown for is win. Thanks.,0
Your Edit to World Wrestling Entertainment,0
I agree. Why don't You?,0
Exploding TVs??? I don't think Belenko is a credible source.198.105.45.121,0
The WHA - When Hull Arrived.,0
"Awful bio 
Obviously a hatchet job from a press release and totally biased. Bad grammar, too.",0
"Yes, of course. I totally  forgot  we have those guidelines. Thanks. Perhaps we can get  a mini consensus from  the regular editors to  scrap  it -  or just  do  it.",0
"""

 Beyond the Call of Duty 

  The Camouflage Cup For making World War II ship camouflage measures of the United States Navy‎ into such a splendid, accurate and informative article. I hope you will go on to create many more Camouflage articles.   """,0
Hey! The edits I made were legit and were not vandalism! Those are legit player nicknames placed in the format player nicknames are commonly placed in...,0
who has provided a WP:RS in English (or translated into English) for this contention,0
So you can print it out after?,0
"""
My RFA was a year ago this week.  The LOL is that Casliber, you were one of two people to be """"neutral"""", plus one opposer.  Everyone else supported.  So, I guess I have many people to blame, but only a handful to thank -)   | 76 """,0
"is in the discussion page where a suggestion is made. WTF? If Pats1 cannot handle the truth, then step aside.",0
There was a bad redirect that dumped all talk onto the wrong page...,0
"Kejriwal 

Please can you read the talk page and do as you were asked, ie: make proposals there. Thanks. -",0
"""
 If """"anti-vax"""" (or """"anti-vaccinationist"""") is perjorative, how would you categorize """"vaccinator"""" and """"allopath""""?   """,0
"((By the way, you can just use my Wikipedia userpage to get my email address))",0
"Thank you for your reply.

Having noted the above, fair do's. Would you like to remove the content now or shall I? Qwerty Binary (talk)",0
"YOU ARE A FAGGOT
GET A LIFE 97.102.60.171",1
"Joan of arc sword

what ever happened to her sword, i am aware one of her desendants from her brothers had procession of her letters and 1 of her sword but it was lost, has it been found? how does it look like? k thx.",0
We'll need a reliable source verifying he said that.  Do you have one?,0
"""
Will one of you open an SPI case please? Once that's done I'll take a look. Cheers,  talk """,0
"PPOT
I restarted the article.",0
"And another addition since then. Please don't use these experimental formats until there is consensus to have an alternative; if you don't use them outside sandboxes, there will be no incentive to discuss their deletion.  PMAnderson",0
"""
I agree, but shouldn't we put something like """"German breakout"""" in the outcome box?  """,0
"Re:What's the story? 

I normally don't post my e-mail address on any websites, let alone Wikipedia. But I did just rig my userpage so I could receive e-mails(or at least I think I did).",0
"""

 Spellin' 

I noticed you spelled politics as """"politcs"""" on your userboxes.  If this is intentional, it's all good.  If not, I didn't feel right editing your userpage.  (Thanks for the """"greatest website"""" userbox, by the way!)  """,0
"Nope, you're wrong. You can't block all possible IPs I could use, as that is impossible. Thanks for trying though, chin up pal -)",0
"It's obviously one of the people credited as providing voices for the game, however it'll be hard to determine which one.",0
"No big deal , essentially you have re-added a description so now the article has basically two of the same description, worded a little different from each other .  what do you feel .",0
"""

 Let's have a beer to celebrate! 

  Thanks for reviewing United States v. Kagama, a newly promoted featured article.  Boomer!  """,0
"No problem.  I was confused by the see also because it wasn't italicised, so I didn't realise it was actually about a publication, I just thought it was about contemporary Japan!  Anyway, I've made a few final tweaks, but now it's good to pass.  Nice work.",0
Or I could simply change the caption so that it reads'a drain in Sydney being explored. The graffiti is there because it is there. It just happens to be in the photo,0
How should we proceed then? the show is based on real events the character names have been changed to protect their privacy and what little left was the dignity. I understand what you are saying but it doesn't really fit either,0
"ECB 

Those who take the trouble to access the reference in the CS will see that it refers to a reprinting of the official ECB press release.",0
"Then for that matter, it's time to stamp citations required on the article.",0
"""

 Album genre. 

While stubbornness is based on poor sources, the war will not end, just a little study, attention, touch, """"Glam Metal '', please have mercy, is not there filter, are throwing everything in a common grave without any precept!""",0
It appears that you two obviously should get along well together!.,0
"""
Thank you. ) Charge! """,0
"""
Give me a little bit, and I'll look into this. SWATJester Son of the Defender """,0
"""
Both of those are now fixed. To use the , enter nn as the prod reason. talk """,0
"Weasels as pets? 

http://laughingsquid.com/ozzy-the-weasel-adorably-interrupts-his-humans-video-games-by-playing-with-his-thumb/",0
"United States 
I just bought one an hour ago, and I live in the United States, meanining it is obviously sold here.",0
"""

 Wikipedia:Articles for deletion/RantMedia discussion 

Thanks, you're awesome to help with the article, but your comment might be better heard here: Wikipedia:Articles for deletion/RantMedia.  ₪—  (T·C)  """"""",0
"""
It looks like sources 34 and 35 in the article support it. (talk) """,0
My book on pre-1939 players gives it as 1911.,0
"No thanks, I would prefer them to remain as a tribute to your Wikipedia editing dishonor. A sort of SkepticalRaptor award, lol.",0
(Kevin and Ben are Raw!!!!),0
"Warnings? 

Hey there is someone else on this IP. They are vandalizing. What do I do? -66.51.147.57",0
Recent? You just a pussy.,1
"There is some confusion over Poniatowski's status. But no confusion over his gallantry, flamboyance or wothiness as a Marshal. Besides, his inclusion would further help to illustrate the GLA's international composition, especially post 1809.",0
"""

Try youtube for highlights from the matches pre-08/09. There's usually various clips around from people who recorded highlights programs.
I'll check the PST stuff and deliver comment later, when I have more time to properly check it.  Talk """,0
"View Askew 
you are right, they should go OR there should be an out of universe section.  That said, Vulgar also includes a number of actors from the view askew films and is not noted.  Hope that helps, or at least makes some sense.",0
in the first sentence of the article,0
LAWL. Thanks for the untrue report. You have no evidence for your claim.,0
ok ok jeez you don't need to get worked up because I made your user page so much better,0
"""
 yeah we sure could use some more POV pushers from """"Loseristan"""".  """,0
"Mr. Caldwell is shown here wearing a numbers tag from a State Penitentiary, so apparently he was charged with other crimes, than just the one Federal charge we are being told about here.",0
99.129.112.89   (posted 9:11 AM),0
"""
 OK, my mistake, so in that case, feel free to resubmit the AFC.  (talk) """,0
"Hey, tomorrow. If tony is happy lets celebrate. Get that PC under control and we'll talk then. (  )",0
"(T | C)   

 Owned 

  (T | C)",0
"""
I didn't realize discussion was required to prevent dirsuption to the enyclopedia. Thanks for the note. –xeno talk """,0
"==Reference test==

    Northern Agricultural Network.http://www.muratshrine.org/bios/burns.php

    ==References==",0
Once again.... I'm SO glad that Wikipedia is not biased or filled with retarded children.,1
My hog is size 10 soft 15 with a nice Chubb chubb,0
"2014 (UTC)

I agree with deletion.   13:57, 17 October",0
"ZEST 
Uh.....hello....... http://en.wikipedia.org/wiki/User_talk:ZEST
Thanks for your help !!!!",0
Your pretty special you know love all you guys. and girls,0
I accept your apology.  Let us just prey you don't slip up again. 69.76.161.36,0
"Aaron Swartz 

Stop fucking reverting my goddamn edits!!! I think Aaron Swartz is a dumb-ass, and he should have been
killed a long time ago.  I know where you live; I WILL KILL YOU IF YOU REVERT ANY MORE PAGES!!!!!",1
"continued discussion 

Your new edit made it seem like demographic effects were only on early settlers.  We're concerned with demographic effects throughout.",0
"AFD
Just thought you should know Wikipedia:Articles for deletion/List of Avatar: The Last Airbender characters (2nd nomination).",0
I'm working on it. Thanks for the tip.,0
""" again, a so-called """"demographic prediction"""" combined with a conspiratorial context. that's always the case.""",0
I wish to restate the AN thread as neutral and inviting community discussion. I realize that I went to far by characterizing IH as a dick. I apologize. 140.247.141.165,1
"Please stop adding an endless series of pointless tags to pages I have edited. Your conduct is now effectively stalking. As soon as the tags are dealt with, you just add other ones. Thanks.",0
"""
Oops sorry. See:   It is not really """"Stone Age Civilization"""", it is a """"Civilization of stones"""", because they left us a lot of stones (ruins) and most of their work was on stones. Plz correct what's necessary. """,0
"talk to me, Goebbels.",0
", tending to take its cue from it once it's been establish there,",0
""":Totally worth it -D YO 😜 

""",0
